date,temperaturemin,temperaturemax,precipitation,snowfall,snowdepth,avgwindspeed,fastest2minwinddir,fastest2minwindspeed,fastest5secwinddir,fastest5secwindspeed,fog,fogheavy,mist,rain,fogground,ice,glaze,drizzle,snow,freezingrain,smokehaze,thunder,highwind,hail,blowingsnow,dust,freezingfog
4/17/2009,36,73.9,0,0,0,3.8,230,10.07,240,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/18/2009,45,82.9,0,0,0,7.83,230,14.99,220,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/21/2009,50,75,0,0,0,5.14,230,29.97,220,36.91,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
4/26/2009,61,91,0,0,0,8.05,220,16.11,230,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/27/2009,61,89.1,0,0,0,7.38,210,17,210,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/28/2009,55,84.9,0,0,0,9.62,220,17.9,230,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/30/2009,55,75.9,0,0,0,5.59,190,16.11,190,21.03,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
5/6/2009,61,82.9,0.17,0,0,6.93,230,21.03,220,23.94,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No
5/13/2009,55,75,0,0,0,7.61,100,17,120,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/16/2009,70,87.1,0.01,0,0,9.62,190,17.9,240,21.92,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
5/22/2009,57.9,87.1,0,0,0,3.8,150,10.07,150,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/24/2009,66.9,84,0.54,0,0,4.92,230,14.99,230,17,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
6/3/2009,70,91.9,0,0,0,8.28,220,17.9,220,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/8/2009,66,91,0,0,0,3.13,220,10.07,230,14.99,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
6/13/2009,70,91.9,0,0,0,2.91,340,8.95,250,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/14/2009,70,86,0,0,0,5.59,30,14.09,30,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/26/2009,69.1,97,0,0,0,5.14,250,14.09,230,17,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
7/8/2009,64.9,91,0,0,0,5.37,40,12.97,40,16.11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
7/14/2009,64.9,88,0,0,0,4.7,50,16.11,20,23.04,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
7/15/2009,63,91.9,0,0,0,5.59,220,14.09,230,19.91,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
7/20/2009,66.9,79,0.19,0,0,5.14,50,12.97,100,17,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
7/31/2009,73,93,0.03,0,0,12.53,240,25.05,220,31.99,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
8/4/2009,66.9,95,0,0,0,3.58,240,12.97,230,31.99,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
8/8/2009,69.1,91,0,0,0,7.61,240,16.11,230,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/13/2009,71.1,81,0,0,0,2.01,140,8.05,160,17,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
8/16/2009,69.1,90,0.08,0,0,2.01,170,16.11,170,19.91,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
8/19/2009,73,98.1,0,0,0,9.84,230,17.9,210,25.05,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/20/2009,73,91.9,0,0,0,6.71,220,17.9,230,23.94,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
8/21/2009,75.9,93.9,0,0,0,8.05,160,17.9,150,23.94,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
8/28/2009,71.1,90,0.37,0,0,4.03,120,25.05,130,36.01,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
8/31/2009,64.9,72,0.14,0,0,5.59,50,12.08,50,16.11,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
9/11/2009,55.9,82.9,0,0,0,2.91,280,12.08,70,21.92,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/17/2009,64.9,71.1,0.37,0,0,4.03,70,10.07,80,14.09,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
3/22/2015,46.9,66,0,0,0,4.25,140,12.97,140,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/24/2015,36,66.9,0,0,0,5.14,110,18.12,120,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/25/2015,46.9,66.9,0,0,0,4.03,90,16.11,100,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/7/2015,61,72,0.11,0,0,5.14,240,14.99,190,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/11/2015,52,75,0,0,0,3.8,280,12.97,20,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/15/2015,52,61,0.31,0,0,5.59,50,10.96,30,16.11,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/17/2015,55.9,78.1,0,0,0,2.01,230,8.05,250,12.97,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
4/18/2015,61,80.1,0.01,0,0,3.13,130,12.08,140,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/21/2015,52,70,0.63,0,0,4.92,240,17,240,23.04,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
4/27/2015,39,68,0,0,0,4.03,300,14.09,10,21.92,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/29/2015,43,70,0,0,0,2.01,220,10.07,220,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/4/2015,53.1,82,0,0,0,7.61,200,14.99,200,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/6/2015,54,82.9,0,0,0,3.8,160,12.08,150,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/10/2015,68,78.1,0.22,0,0,9.4,90,21.92,50,31.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/16/2015,60.1,84.9,0,0,0,7.16,220,14.09,220,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/17/2015,63,88,0,0,0,6.93,230,14.09,240,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/22/2015,52,75,0,0,0,3.13,30,10.07,40,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/28/2015,68,87.1,0.15,0,0,4.7,250,14.99,260,21.03,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
5/30/2015,66,88,0,0,0,4.25,200,12.97,190,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/18/2015,71.1,98.1,2.1,0,0,5.59,90,23.04,90,29.97,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
6/24/2015,73.9,95,0,0,0,4.92,220,14.09,230,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/25/2015,71.1,91.9,0.31,0,0,5.82,230,19.91,230,25.05,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
6/30/2015,66.9,91.9,0.02,0,0,6.71,240,23.04,240,27.96,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
7/1/2015,66.9,87.1,0,0,0,7.38,220,17,230,23.04,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
7/8/2015,72,91,0,0,0,6.71,250,23.04,250,31.09,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
7/22/2015,71.1,88,0,0,0,2.24,90,8.95,120,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/28/2015,73,90,0,0,0,4.03,170,14.09,150,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/4/2015,73,95,0,0,0,5.37,220,12.97,240,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/11/2015,69.1,87.1,0.29,0,0,7.38,310,21.03,330,31.99,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
8/13/2015,63,88,0,0,0,2.46,80,12.08,100,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/15/2015,66,91,0,0,0,2.68,40,8.95,110,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/18/2015,73.9,84.9,0,0,0,5.82,190,19.91,200,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/2/2015,68,93.9,0.1,0,0,3.36,50,18.12,30,23.94,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
9/25/2015,64,70,1.42,0,0,11.41,70,19.91,80,29.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/28/2015,70,80.1,0.28,0,0,8.72,90,21.03,90,29.08,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
10/4/2015,57.9,69.1,0.13,0,0,17.67,50,25.95,50,36.91,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
10/10/2015,55.9,66.9,0.18,0,0,6.93,60,17,50,23.94,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/15/2015,46.9,73,0,0,0,2.91,270,10.07,310,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/16/2015,46.9,68,0.01,0,0,2.24,350,8.05,360,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/22/2015,41,79,0,0,0,2.01,230,12.08,240,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/23/2015,48.9,79,0,0,0,4.92,40,14.99,40,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/1/2015,55,63,0.15,0,0,2.01,200,8.05,200,10.07,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/2/2015,59,66,1.52,0,0,4.7,40,12.08,40,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/4/2015,59,70,0,0,0,3.13,60,8.95,60,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/14/2015,34,60.1,0,0,0,3.36,320,12.97,300,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/24/2015,27.1,57,0,0,0,0.67,230,6.93,240,10.07,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/25/2015,30.2,59,0,0,0,2.91,120,10.07,120,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/26/2015,39,70,0,0,0,3.36,90,10.07,100,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/1/2015,43,53.1,0.04,0,0,2.01,290,6.93,150,14.09,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/8/2015,36,61,0,0,0,2.24,130,10.07,130,14.09,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/11/2015,50,71.1,0,0,0,6.26,230,12.97,210,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/15/2015,48,72,0,0,0,5.59,240,18.12,240,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/16/2015,43,64.9,0,0,0,4.7,100,12.08,120,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/20/2015,27.1,54,0,0,0,2.01,160,8.05,160,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/23/2015,61,73,1.68,0,0,9.17,230,29.08,220,35.12,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
12/30/2015,63,66.9,1.79,0,0,5.14,290,14.99,290,23.94,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
1/7/2016,37,44.1,0,0,0,5.82,40,10.07,50,14.09,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/12/2016,28.2,54,0,0,0,9.17,230,27.96,250,31.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/19/2016,18.1,32,0,0,0,4.47,300,14.09,290,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/20/2016,18.1,39,0,0,0,4.25,230,16.11,230,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/21/2016,26.2,44.1,0,0,0,3.8,40,12.08,20,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/25/2016,24.3,52,0,0,1.18,4.7,190,12.97,190,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/8/2016,28.2,55.9,0.09,0,0,3.8,210,23.04,220,29.08,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/14/2016,15.3,32,0,0,0,5.82,50,12.97,30,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/19/2016,26.2,53.1,0,0,0,6.49,210,16.11,190,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/20/2016,43,66,0,0,0,10.07,240,18.12,240,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/24/2016,45,73,0.46,0,0,14.99,230,35.12,230,46.08,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
3/1/2016,37.9,73.9,0,0,0,9.17,220,23.94,210,33.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/7/2016,35.1,68,0,0,0,7.61,230,16.11,220,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/12/2016,59,78.1,0,0,0,5.82,120,12.08,140,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/13/2016,60.1,77,0.89,0,0,6.93,330,23.04,330,31.99,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
3/17/2016,46,77,0,0,0,4.03,230,21.03,240,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/1/2016,66.9,78.1,0.01,0,0,14.32,240,29.08,250,38.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/2/2016,55.9,71.1,0.25,0,0,10.29,250,21.03,300,29.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/4/2016,46,75.9,0,0,0,12.08,230,25.05,240,31.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/5/2016,37,62.1,0,0,0,8.95,40,21.03,330,31.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/6/2016,29.1,63,0,0,0,6.93,230,19.91,230,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/11/2016,46.9,75.9,0,0,0,11.63,220,23.94,230,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/21/2016,53.1,81,0,0,0,8.95,160,19.91,240,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/26/2016,59,84,0,0,0,11.41,240,21.03,240,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/30/2016,57.9,64.9,0,0,0,8.05,80,12.97,90,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/4/2016,55,73.9,0,0,0,2.24,270,14.09,230,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/6/2016,50,66.9,0.68,0,0,3.8,360,14.99,20,23.94,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
5/17/2016,57,69.1,0.27,0,0,4.7,220,12.97,310,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/19/2016,57,62.1,0.07,0,0,4.47,40,12.08,40,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/21/2016,62.1,77,0.3,0,0,3.8,120,12.97,310,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/28/2016,59,87.1,0,0,0,2.91,90,12.08,90,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/30/2016,66,84,0.5,0,0,4.92,100,16.11,100,19.91,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
6/15/2016,70,91,0.45,0,0,3.58,240,33.11,230,40.94,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
6/23/2016,66.9,91,1.62,0,0,6.49,40,29.08,40,42.95,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
6/27/2016,64.9,90,0,0,0,4.7,220,12.97,150,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/29/2016,69.1,89.1,0.91,0,0,4.7,50,36.91,20,55.03,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
7/2/2016,71.1,88,1.66,0,0,4.25,310,17,290,35.12,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
7/3/2016,70,78.1,1.48,0,0,5.82,70,14.09,70,17,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
7/9/2016,68,91,0,0,0,5.82,250,14.09,270,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/19/2016,73.9,93,0,0,0,4.7,140,18.12,80,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/26/2016,75,97,0.13,0,0,7.83,220,23.04,210,31.09,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
8/1/2016,73,91,0.04,0,0,5.82,220,12.97,210,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/14/2016,77,96.1,0,0,0,6.26,240,14.99,230,19.91,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
8/15/2016,75,96.1,0,0,0,6.04,170,14.09,190,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/18/2016,73.9,93,0,0,0,4.25,290,12.97,280,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/25/2016,64.9,91.9,0,0,0,3.58,220,12.08,230,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/26/2016,72,99,0,0,0,3.8,40,12.08,10,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/1/2016,71.1,93.9,0.01,0,0,4.7,230,14.99,230,19.91,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
9/2/2016,64,75,1.13,0,0,11.41,40,23.94,30,35.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/7/2016,66.9,93.9,0,0,0,4.47,240,12.97,250,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/12/2016,69.1,88,0,0,0,6.71,90,14.99,100,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/13/2016,64,91,0,0,0,4.03,190,10.07,170,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/16/2016,68,82.9,0,0,0,8.5,80,14.99,110,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/21/2016,70,75,0.49,0,0,10.74,40,18.12,40,27.07,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
9/22/2016,71.1,82.9,0.23,0,0,6.93,60,14.99,60,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/27/2016,66.9,80.1,0,0,0,3.58,220,14.09,230,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/30/2016,71.1,82.9,0.14,0,0,7.61,130,17,150,21.92,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
10/2/2016,62.1,79,0,0,0,2.68,340,10.07,330,14.09,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/3/2016,62.1,79,0,0,0,3.13,40,8.95,40,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/4/2016,62.1,75.9,0,0,0,8.5,30,17,20,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/5/2016,60.1,72,0,0,0,10.29,40,17,30,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/14/2016,53.1,70,0,0,0,5.82,50,14.09,40,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/10/2016,37,64.9,0,0,0,3.36,30,12.97,40,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/11/2016,36,70,0,0,0,4.7,300,12.97,270,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/13/2016,24.3,64,0.06,0,0,1.57,90,6.93,190,10.96,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/24/2016,46.9,72,0.06,0,0,1.57,230,12.08,230,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/28/2016,31.1,59,0,0,0,5.37,160,19.91,160,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/30/2016,64.9,77,0.07,0,0,12.97,240,27.96,240,33.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/9/2016,27.1,41,0,0,0,3.8,10,14.09,20,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/21/2016,27.1,59,0,0,0,2.24,280,8.95,140,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/29/2016,39,63,0.35,0,0,7.83,290,21.92,320,36.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/2/2017,46.9,51.1,1.08,0,0,5.59,30,10.07,30,14.09,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/5/2017,29.1,44.1,0,0,0,2.01,40,12.08,40,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/14/2017,42.1,55,0,0,0,6.71,50,17,70,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/15/2017,39.9,57,0.02,0,0,5.82,70,16.11,50,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/22/2017,53.1,55.9,0.09,0,0,5.82,80,23.04,80,25.95,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/26/2017,43,70,0.06,0,0,13.42,280,23.94,320,38.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/31/2017,31.1,68,0,0,0,12.75,230,25.95,240,33.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/4/2017,26.2,45,0,0,0,4.7,40,14.09,30,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/9/2017,32,60.1,0.11,0,0,10.96,310,23.94,330,40.04,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
2/14/2017,30.2,64,0,0,0,4.7,210,17,230,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/17/2017,34,66,0,0,0,6.71,220,19.91,230,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/21/2017,44.1,66,0,0,0,5.82,130,12.97,140,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/3/2017,31.1,54,0,0,0,6.71,280,21.03,300,33.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/6/2017,34,64.9,0,0,0,6.71,220,17,220,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/14/2017,30.2,54,0.25,0,0,10.51,290,23.04,270,40.94,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/17/2017,23.2,57.9,0.03,0,0,4.92,230,16.11,230,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/18/2017,44.1,64,0.5,0,0,7.83,300,23.94,300,35.12,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
3/19/2017,36,57,0,0,0,7.16,30,21.03,40,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/20/2017,30.2,66,0,0,0,3.58,240,12.97,230,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/23/2017,31.1,55.9,0,0,0,7.38,50,14.09,50,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/30/2017,55,66.9,0,0,0,8.95,160,16.11,170,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/9/2017,37.9,77,0,0,0,4.47,230,14.09,240,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/11/2017,55,82,0,0,0,10.51,230,21.03,240,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/17/2017,62.1,86,0.05,0,0,9.84,310,19.91,300,31.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/25/2017,57.9,70,2.17,0,0,6.93,40,12.97,20,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/26/2017,55.9,81,0,0,0,5.37,230,16.11,220,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/1/2017,68,84.9,0.29,0,0,15.66,200,27.96,200,42.05,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
5/6/2017,53.1,66.9,0.02,0,0,10.96,280,21.92,270,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/11/2017,61,84,0.48,0,0,4.92,20,23.94,20,44.96,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
5/13/2017,52,66,0.23,0,0,4.47,40,10.07,340,12.97,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
5/18/2017,66,86,0,0,0,10.96,230,18.12,240,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/19/2017,68,89.1,0,0,0,8.05,280,19.91,290,31.09,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
5/20/2017,66.9,90,0,0,0,7.38,80,21.92,70,27.07,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/28/2017,66.9,86,0.08,0,0,6.71,270,17,240,25.05,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
